
TASKID,主题,价值,任务所有者,优先级,修改时间,修改者,涉及对象,关闭时间,创建时间,创建者,到期日期,增加营销活动信息,备注,微信状态,拨打状态,描述,标签,状态,行动摘要
zcrm_105530000001894367,18年春电销,中,小丁,高,2018-04-10 01:51 下午,小丁,大众公园,2018-04-10 01:51 下午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001894369,18年春电销,无,小丁,高,2018-04-10 01:52 下午,小丁,九华汽车(颛兴东路店),2018-04-10 01:52 下午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,,有效沟通,,,完成,
zcrm_105530000001894370,18年春电销,无,小丁,高,2018-04-10 01:54 下午,小丁,德国马牌(华容路店),2018-04-10 01:54 下午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,,有效沟通,,,完成,
zcrm_105530000001894371,18年春电销,无,小丁,高,2018-04-10 01:59 下午,小丁,上海黄渡兴明汽车修配厂,2018-04-10 01:59 下午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,,有效沟通,,,完成,
zcrm_105530000001894372,18年春电销,,小丁,高,2018-04-10 02:00 下午,小丁,上海向前汽车修配厂,2018-04-10 02:00 下午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,,空号/错号/停机,,,完成,
zcrm_105530000001894373,18年春电销,中,小丁,高,2018-04-10 03:07 下午,小丁,友联汽车修理厂,2018-04-10 03:07 下午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000001894374,18年春电销,无,小丁,高,2018-04-10 02:09 下午,小丁,驰加汽车服务中心(万荣路店),2018-04-10 02:09 下午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,,有效沟通,,,完成,
zcrm_105530000001894375,18年春电销,无,小丁,高,2018-04-10 02:10 下午,小丁,御车坊专修大众,2018-04-10 02:10 下午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,,拒绝沟通,,,完成,
zcrm_105530000001894376,18年春电销,高,小丁,高,2018-04-10 02:15 下午,小丁,车车翔快修茸誉汽车技术服务,2018-04-10 02:15 下午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000001894377,18年春电销,中,小丁,高,2018-04-10 02:16 下午,小丁,海宝豪华车专修连锁,2018-04-10 02:16 下午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,修高端车 前台接的,,拒绝沟通,,,完成,
zcrm_105530000001894378,18年春电销,无,小丁,高,2018-04-10 02:31 下午,小丁,恒顺汽修部,2018-04-10 02:31 下午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,,拒绝沟通,,,完成,
zcrm_105530000001894380,18年春电销,无,小丁,高,2018-04-10 02:31 下午,小丁,柚紫养车(吴淞店),2018-04-10 02:31 下午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,,有效沟通,,,完成,
zcrm_105530000001894381,18年春电销,高,小丁,高,2018-04-10 02:34 下午,小丁,驰加汽车服务中心(中山北路店),2018-04-10 02:34 下午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000001894382,18年春电销,低,小丁,高,2018-04-10 02:36 下午,小丁,上海沪菲汽修,2018-04-10 02:36 下午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,,拒绝沟通,,,完成,
zcrm_105530000001894383,18年春电销,无,小丁,高,2018-04-10 02:38 下午,小丁,上海明明汽车快修店,2018-04-10 02:38 下午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001894384,18年春电销,中,小丁,高,2018-04-10 03:07 下午,小丁,海宝汽车快修,2018-04-10 03:07 下午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000001894386,18年春电销,,小丁,高,2018-04-10 03:07 下午,小丁,车平方汽车修理厂,2018-04-10 03:07 下午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,,空号/错号/停机,,,完成,
zcrm_105530000001894387,18年春电销,高,小丁,高,2018-04-10 03:03 下午,小丁,驰加汽车服务中心(威宁路店),2018-04-10 03:03 下午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000001894388,18年春电销,中,小丁,高,2018-04-10 02:58 下午,小丁,驰加汽车服务中心(淞虹路店),2018-04-10 02:58 下午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001894389,18年春电销,无,小丁,高,2018-04-10 02:56 下午,小丁,上海通博汽车维修有限公司,2018-04-10 02:56 下午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001894390,18年春电销,,小丁,高,2018-04-10 02:55 下午,小丁,上海申和汽车修理有限公司,2018-04-10 02:55 下午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,,拒绝接听,,,完成,
zcrm_105530000001894392,18年春电销,中,小丁,高,2018-04-10 11:27 上午,小丁,上海友单汽车修理有限公司,2018-04-10 11:27 上午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001894393,18年春电销,高,小丁,高,2018-04-10 11:25 上午,小丁,上海技嘉汽车维修服务有限公司,2018-04-10 11:25 上午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,已经有合作对象,未添加,有效沟通,,,完成,
zcrm_105530000001894394,18年春电销,无,小丁,高,2018-04-10 11:24 上午,小丁,上海朝林汽车服务有限公司,2018-04-10 11:24 上午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001894397,18年春电销,无,小丁,高,2018-04-10 11:15 上午,小丁,上海书豪汽车修理厂,2018-04-10 11:15 上午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,修大客车的,未添加,有效沟通,,,完成,
zcrm_105530000001894398,18年春电销,低,小丁,高,2018-04-10 11:13 上午,小丁,上海家辙汽车服务有限公司,2018-04-10 11:13 上午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,未添加,拒绝沟通,,,完成,
zcrm_105530000001894399,18年春电销,无,小丁,高,2018-04-10 11:11 上午,小丁,迈斯特(上海)汽车服务有限公司,2018-04-10 11:11 上午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001894400,18年春电销,中,小丁,高,2018-04-10 11:05 上午,小丁,上海汇龙汽车修理有限公司,2018-04-10 11:05 上午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,未添加,拒绝沟通,,,完成,
zcrm_105530000001894401,18年春电销,无,小丁,高,2018-04-10 11:04 上午,小丁,上海佳捷汽车修理服务有限公司,2018-04-10 11:04 上午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001894402,18年春电销,高,小丁,高,2018-04-10 10:43 上午,小丁,车车翔快修连锁NO.011店,2018-04-10 10:43 上午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,不对外合作,未添加,有效沟通,,,完成,
zcrm_105530000001894403,18年春电销,,小丁,高,2018-04-10 10:40 上午,小丁,上海灵宝汽车服务有限公司,2018-04-10 10:40 上午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,,空号/错号/停机,,,完成,
zcrm_105530000001894404,18年春电销,,小丁,高,2018-04-10 10:40 上午,小丁,民华汽车维修有限公司,2018-04-10 10:40 上午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,,空号/错号/停机,,,完成,
zcrm_105530000001894405,18年春电销,高,小丁,高,2018-04-10 10:39 上午,小丁,上海万鸿汽车修理有限公司,2018-04-10 10:39 上午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000001894406,18年春电销,无,小丁,高,2018-04-10 11:16 上午,小丁,广汽传祺(广玉店),2018-04-10 11:16 上午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001894407,18年春电销,低,小丁,高,2018-04-10 11:16 上午,小丁,上海浦东汽车检修中心有限公司,2018-04-10 11:16 上午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001894409,18年春电销,高,小丁,高,2018-04-10 10:36 上午,小丁,上海邦友高级汽车修理有限公司,2018-04-10 10:36 上午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000001894410,18年春电销,,小丁,高,2018-04-10 11:23 上午,小丁,上海闸捷汽车维修有限公司,2018-04-10 11:23 上午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,,空号/错号/停机,,,完成,
zcrm_105530000001894411,18年春电销,高,小丁,高,2018-04-10 11:21 上午,小丁,宾利上海维修中心,2018-04-10 11:21 上午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,前台接的，不透露领导号码，已有合作对象,未添加,有效沟通,,,完成,
zcrm_105530000001894412,18年春电销,,小丁,高,2018-04-10 03:03 下午,小丁,大众万祥汽车修理公司,2018-04-10 03:03 下午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,,拒绝接听,,,完成,
zcrm_105530000001894413,18年春电销,高,小丁,高,2018-04-10 10:22 上午,小丁,上海东瑞汽车修理有限公司,2018-04-10 10:22 上午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,已经有合作对象,未添加,拒绝沟通,,,完成,
zcrm_105530000001894414,18年春电销,,小丁,高,2018-04-10 02:48 下午,小丁,上海中达汽车修理有限公司,2018-04-10 02:48 下午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,,拒绝接听,,,完成,
zcrm_105530000001894415,18年春电销,无,小丁,高,2018-04-10 10:34 上午,小丁,养车邦汽车服务(途虎养车店),2018-04-10 10:34 上午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001894416,18年春电销,无,小丁,高,2018-04-10 10:17 上午,小丁,上海南汇府航汽车修理有限公司(大川公路),2018-04-10 10:17 上午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001894417,18年春电销,无,小丁,高,2018-04-10 10:16 上午,小丁,中江县鸿源汽车服务有限公司,2018-04-10 10:16 上午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001894418,18年春电销,高,小丁,高,2018-04-10 02:47 下午,小丁,什邡市晨鑫汽车保养快修有限公司,2018-04-10 02:47 下午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000001894419,18年春电销,中,小丁,高,2018-04-10 10:10 上午,小丁,旌阳区众豪汽车维修中心,2018-04-10 10:10 上午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000001894420,18年春电销,无,小丁,高,2018-04-10 10:09 上午,小丁,德阳市区兴阳汽车维修部,2018-04-10 10:09 上午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000001894421,18年春电销,,小丁,高,2018-04-10 02:46 下午,小丁,德阳开发区德宝汽车保养护理服务部,2018-04-10 02:46 下午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,,拒绝接听,,,完成,
zcrm_105530000001894422,18年春电销,低,小丁,高,2018-04-10 10:07 上午,小丁,桐城市众信汽车修理厂,2018-04-10 10:07 上午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001894423,18年春电销,无,小丁,高,2018-04-10 02:45 下午,小丁,桐城市来友汽车修理厂,2018-04-10 02:45 下午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001894424,18年春电销,低,小丁,高,2018-04-10 10:05 上午,小丁,桐城市金星汽贸有限公司,2018-04-10 10:05 上午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000001894425,18年春电销,无,小丁,高,2018-04-10 02:44 下午,小丁,桐城经济开发区姚军重型汽车修理厂,2018-04-10 02:44 下午,2018-04-10 09:59 上午,零克,2018-04-10,电话营销,修大货车,,有效沟通,,,完成,
zcrm_105530000001898270,寄杂志,,零克,高,2018-04-10 01:32 下午,小丁,知车汇汽车服务(杨鑫路),,2018-04-10 01:32 下午,小丁,2018-04-10,印刷品发放,,,,,,未启动,
zcrm_105530000001898433,寄杂志,,零克,高,2018-04-10 01:51 下午,小丁,大众公园,,2018-04-10 01:51 下午,小丁,2018-04-10,印刷品发放,,,,,,未启动,
zcrm_105530000001898867,寄杂志,,零克,高,2018-04-10 02:58 下午,小丁,驰加汽车服务中心(淞虹路店),,2018-04-10 02:58 下午,小丁,2018-04-10,印刷品发放,,,,,,未启动,
zcrm_105530000001899113,财务记账有误！！！ 已到账收入账号为空,,零克,最高,2018-04-10 02:58 下午,零克,淘宝优惠券管理,2018-04-10 02:58 下午,2018-04-10 02:58 下午,零克,2018-04-10,否,,,,,,完成,
zcrm_105530000001899596,18年春电销,无,小丁,常规,2018-04-10 03:26 下午,小丁,(绍兴服务区)沪杭甬高速公路汽车维修绍兴服务站,2018-04-10 03:26 下午,2018-04-10 03:16 下午,零克,2018-04-10,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001899599,18年春电销,无,小丁,常规,2018-04-10 03:27 下午,小丁,长安马自达(台州诺亚销售服务店),2018-04-10 03:27 下午,2018-04-10 03:16 下午,零克,2018-04-10,电话营销,,,有效沟通,,,完成,
zcrm_105530000001899600,18年春电销,无,小丁,常规,2018-04-10 03:27 下午,小丁,东风日产台州铠利专营店,2018-04-10 03:27 下午,2018-04-10 03:16 下午,零克,2018-04-10,电话营销,,,有效沟通,,,完成,
zcrm_105530000001899653,18年春电销,无,小丁,常规,2018-04-10 03:38 下午,小丁,宏伟轿车维修,2018-04-10 03:38 下午,2018-04-10 03:16 下午,零克,2018-04-10,电话营销,,,拒绝沟通,,,完成,
zcrm_105530000001899654,18年春电销,,小丁,常规,2018-04-11 05:06 下午,小丁,江山市小陆汽车修理部,2018-04-11 05:06 下午,2018-04-10 03:16 下午,零克,2018-04-10,电话营销,,,拒绝接听,,,完成,
zcrm_105530000001899655,18年春电销,,小丁,常规,2018-04-10 03:36 下午,小丁,胖子汽修店,2018-04-10 03:36 下午,2018-04-10 03:16 下午,零克,2018-04-10,电话营销,,,空号/错号/停机,,,完成,
zcrm_105530000001899656,18年春电销,中,小丁,常规,2018-04-10 03:35 下午,小丁,车博士汽车维修中心,2018-04-10 03:35 下午,2018-04-10 03:16 下午,零克,2018-04-10,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000001899657,18年春电销,低,小丁,常规,2018-04-10 03:32 下午,小丁,龙游恒飞轿车修配厂,2018-04-10 03:32 下午,2018-04-10 03:16 下午,零克,2018-04-10,电话营销,前台一问三不知,未添加,有效沟通,,,完成,
zcrm_105530000001899658,18年春电销,低,小丁,常规,2018-04-11 05:03 下午,小丁,江山特约维修站,2018-04-11 05:03 下午,2018-04-10 03:16 下午,零克,2018-04-10,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001899659,18年春电销,无,小丁,常规,2018-04-12 10:38 上午,小丁,衢州市柯城老黄汽车修理厂,2018-04-12 10:38 上午,2018-04-10 03:16 下午,零克,2018-04-10,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000001901614,18年春电销,,倩倩,常规,2018-04-11 01:23 下午,倩倩,周平汽车修理,2018-04-11 01:23 下午,2018-04-10 03:23 下午,零克,2018-04-10,电话营销,,,空号/错号/停机,,,完成,
zcrm_105530000001901615,18年春电销,无,倩倩,常规,2018-04-11 01:21 下午,倩倩,鹏飞汽车修理,2018-04-11 01:21 下午,2018-04-10 03:23 下午,零克,2018-04-10,电话营销,,,拒绝沟通,,,完成,
zcrm_105530000001901616,18年春电销,无,倩倩,常规,2018-04-11 01:20 下午,倩倩,琼宇汽车维修店,2018-04-11 01:20 下午,2018-04-10 03:23 下午,零克,2018-04-10,电话营销,,,拒绝沟通,,,完成,
zcrm_105530000001901617,18年春电销,无,倩倩,常规,2018-04-11 01:20 下午,倩倩,江铃汽车特约维修站,2018-04-11 01:20 下午,2018-04-10 03:23 下午,零克,2018-04-10,电话营销,,,拒绝沟通,,,完成,
zcrm_105530000001901618,18年春电销,无,倩倩,常规,2018-04-11 01:19 下午,倩倩,建宇汽车维修服务部,2018-04-11 01:19 下午,2018-04-10 03:23 下午,零克,2018-04-10,电话营销,,,拒绝沟通,,,完成,
zcrm_105530000001901619,18年春电销,无,倩倩,常规,2018-04-11 01:17 下午,倩倩,小凌新一代汽修厂,2018-04-11 01:17 下午,2018-04-10 03:23 下午,零克,2018-04-10,电话营销,,,拒绝沟通,,,完成,
zcrm_105530000001901620,18年春电销,低,倩倩,常规,2018-04-11 11:46 上午,倩倩,新华轿车钣金烤漆快修厂,2018-04-11 11:46 上午,2018-04-10 03:23 下午,零克,2018-04-10,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000001901621,18年春电销,无,倩倩,常规,2018-04-11 11:45 上午,倩倩,名泰汽修,2018-04-11 11:45 上午,2018-04-10 03:23 下午,零克,2018-04-10,电话营销,,,拒绝沟通,,,完成,
zcrm_105530000001901622,18年春电销,无,倩倩,常规,2018-04-11 11:43 上午,倩倩,安驰汽车服务,2018-04-11 11:43 上午,2018-04-10 03:23 下午,零克,2018-04-10,电话营销,,,拒绝沟通,,,完成,
zcrm_105530000001901623,18年春电销,低,倩倩,常规,2018-04-11 11:14 上午,倩倩,小郑快修,2018-04-11 11:14 上午,2018-04-10 03:23 下午,零克,2018-04-10,电话营销,,已添加,有效沟通,,,完成,
zcrm_105530000001901624,18年春电销,无,倩倩,常规,2018-04-11 11:12 上午,倩倩,小陈钣金油漆,2018-04-11 11:12 上午,2018-04-10 03:23 下午,零克,2018-04-10,电话营销,,,拒绝沟通,,,完成,
zcrm_105530000001901625,18年春电销,,倩倩,常规,2018-04-11 11:11 上午,倩倩,奔达轿车修理厂,2018-04-11 11:11 上午,2018-04-10 03:23 下午,零克,2018-04-10,电话营销,,,未接听/正在通话/对方忙/信号差,,,完成,
zcrm_105530000001901626,18年春电销,无,倩倩,常规,2018-04-11 11:10 上午,倩倩,轿康汽修,2018-04-11 11:10 上午,2018-04-10 03:23 下午,零克,2018-04-10,电话营销,,,拒绝沟通,,,完成,
zcrm_105530000001901627,18年春电销,,倩倩,常规,2018-04-11 11:11 上午,倩倩,汇丰汽车修理厂,2018-04-11 11:11 上午,2018-04-10 03:23 下午,零克,2018-04-10,电话营销,,,未接听/正在通话/对方忙/信号差,,,完成,
zcrm_105530000001901628,18年春电销,高,倩倩,常规,2018-04-11 10:33 上午,倩倩,衢州南港进口汽车维修服务公司,2018-04-11 10:33 上午,2018-04-10 03:23 下午,零克,2018-04-10,电话营销,已有合作对象,已请求,有效沟通,,,完成,
zcrm_105530000001901629,18年春电销,无,倩倩,常规,2018-04-11 10:25 上午,倩倩,欧德宝汽车修理厂,2018-04-11 10:25 上午,2018-04-10 03:23 下午,零克,2018-04-10,电话营销,说打错电话,,拒绝沟通,,,完成,
